# Time (s)	Gamma
     630.3	    0.0844
     630.6	    0.0844
     630.9	    0.0843
     631.2	    0.0843
     631.5	    0.0843
     631.8	    0.0842
     632.1	    0.0842
     632.4	    0.0841
     632.7	    0.0841
     633.0	    0.0841
     633.3	    0.0840
     633.6	    0.0840
     633.9	    0.0840
     634.2	    0.0839
     634.5	    0.0838
     634.8	    0.0838
     635.1	    0.0838
     635.4	    0.0838
     635.7	    0.0838
     636.0	    0.0838
     636.3	    0.0838
     636.6	    0.0837
     636.9	    0.0837
     637.2	    0.0837
     637.5	    0.0837
     637.8	    0.0836
     638.1	    0.0836
     638.4	    0.0836
     638.7	    0.0835
     639.0	    0.0834
     639.3	    0.0834
     639.6	    0.0834
     639.9	    0.0834
     640.2	    0.0834
     640.5	    0.0834
     640.8	    0.0834
     641.1	    0.0834
     641.4	    0.0833
     641.7	    0.0833
     642.0	    0.0833
     642.3	    0.0833
     642.6	    0.0832
     642.9	    0.0832
     643.2	    0.0831
     643.5	    0.0831
     643.8	    0.0830
     644.1	    0.0830
     644.4	    0.0830
     644.7	    0.0830
     645.0	    0.0830
     645.3	    0.0830
     645.6	    0.0830
     645.9	    0.0830
     646.2	    0.0830
     646.5	    0.0830
     646.8	    0.0830
     647.1	    0.0829
     647.4	    0.0829
     647.7	    0.0829
     648.0	    0.0828
     648.3	    0.0828
     648.6	    0.0827
     648.9	    0.0827
     649.2	    0.0827
     649.5	    0.0826
     649.8	    0.0826
     650.1	    0.0826
     650.4	    0.0827
     650.7	    0.0827
     651.0	    0.0827
     651.3	    0.0827
     651.6	    0.0827
     651.9	    0.0827
     652.2	    0.0826
     652.5	    0.0826
     652.8	    0.0826
     653.1	    0.0826
     653.4	    0.0825
     653.7	    0.0825
     654.0	    0.0825
     654.3	    0.0825
     654.6	    0.0824
     654.9	    0.0824
     655.2	    0.0823
     655.5	    0.0823
     655.8	    0.0823
     656.1	    0.0823
     656.4	    0.0823
     656.7	    0.0823
     657.0	    0.0824
     657.3	    0.0823
     657.6	    0.0823
     657.9	    0.0823
     658.2	    0.0823
     658.5	    0.0823
     658.8	    0.0823
     659.1	    0.0823
     659.4	    0.0822
     659.7	    0.0822
     660.0	    0.0822
     660.3	    0.0822
     660.6	    0.0821
     660.9	    0.0821
     661.2	    0.0820
     661.5	    0.0820
     661.8	    0.0820
     662.1	    0.0820
     662.4	    0.0820
     662.7	    0.0821
     663.0	    0.0821
     663.3	    0.0821
     663.6	    0.0821
     663.9	    0.0821
     664.2	    0.0820
     664.5	    0.0820
     664.8	    0.0820
     665.1	    0.0820
     665.4	    0.0820
     665.7	    0.0820
     666.0	    0.0819
     666.3	    0.0819
     666.6	    0.0819
     666.9	    0.0819
     667.2	    0.0818
     667.5	    0.0818
     667.8	    0.0818
     668.1	    0.0817
     668.4	    0.0817
     668.7	    0.0817
     669.0	    0.0818
     669.3	    0.0818
     669.6	    0.0818
     669.9	    0.0818
     670.2	    0.0818
     670.5	    0.0818
     670.8	    0.0818
     671.1	    0.0818
     671.4	    0.0817
     671.7	    0.0817
     672.0	    0.0817
     672.3	    0.0817
     672.6	    0.0817
     672.9	    0.0817
     673.2	    0.0817
     673.5	    0.0816
     673.8	    0.0816
     674.1	    0.0816
     674.4	    0.0815
     674.7	    0.0815
     675.0	    0.0815
     675.3	    0.0815
     675.6	    0.0815
     675.9	    0.0816
     676.2	    0.0816
     676.5	    0.0816
     676.8	    0.0816
     677.1	    0.0816
     677.4	    0.0816
     677.7	    0.0815
     678.0	    0.0815
     678.3	    0.0815
     678.6	    0.0815
     678.9	    0.0815
     679.2	    0.0815
     679.5	    0.0815
     679.8	    0.0814
     680.1	    0.0814
     680.4	    0.0814
     680.7	    0.0814
     681.0	    0.0814
     681.3	    0.0814
     681.6	    0.0814
     681.9	    0.0813
     682.2	    0.0813
     682.5	    0.0813
     682.8	    0.0813
     683.1	    0.0813
     683.4	    0.0813
     683.7	    0.0813
     684.0	    0.0813
     684.3	    0.0813
     684.6	    0.0813
     684.9	    0.0813
     685.2	    0.0813
     685.5	    0.0813
     685.8	    0.0813
     686.1	    0.0813
     686.4	    0.0812
     686.7	    0.0812
     687.0	    0.0812
     687.3	    0.0812
     687.6	    0.0812
     687.9	    0.0812
     688.2	    0.0811
     688.5	    0.0811
     688.8	    0.0811
     689.1	    0.0811
     689.4	    0.0811
     689.7	    0.0812
     690.0	    0.0812
     690.3	    0.0812
     690.6	    0.0812
     690.9	    0.0812
     691.2	    0.0811
     691.5	    0.0811
     691.8	    0.0811
     692.1	    0.0811
     692.4	    0.0811
     692.7	    0.0811
     693.0	    0.0811
     693.3	    0.0811
     693.6	    0.0811
     693.9	    0.0811
     694.2	    0.0810
     694.5	    0.0810
     694.8	    0.0810
     695.1	    0.0810
     695.4	    0.0810
     695.7	    0.0810
     696.0	    0.0810
     696.3	    0.0810
     696.6	    0.0810
     696.9	    0.0810
     697.2	    0.0810
     697.5	    0.0810
     697.8	    0.0810
     698.1	    0.0809
     698.4	    0.0809
     698.7	    0.0809
     699.0	    0.0808
     699.3	    0.0809
     699.6	    0.0809
     699.9	    0.0809
     700.2	    0.0809
     700.5	    0.0809
     700.8	    0.0809
     701.1	    0.0809
     701.4	    0.0809
     701.7	    0.0809
     702.0	    0.0809
     702.3	    0.0809
     702.6	    0.0808
     702.9	    0.0808
     703.2	    0.0808
     703.5	    0.0807
     703.8	    0.0808
     704.1	    0.0808
     704.4	    0.0808
     704.7	    0.0808
     705.0	    0.0808
     705.3	    0.0808
     705.6	    0.0808
     705.9	    0.0808
     706.2	    0.0808
     706.5	    0.0808
     706.8	    0.0808
     707.1	    0.0808
     707.4	    0.0808
     707.7	    0.0808
     708.0	    0.0808
     708.3	    0.0808
     708.6	    0.0808
     708.9	    0.0807
     709.2	    0.0807
     709.5	    0.0807
     709.8	    0.0806
     710.1	    0.0806
     710.4	    0.0806
     710.7	    0.0806
     711.0	    0.0806
     711.3	    0.0807
     711.6	    0.0807
     711.9	    0.0807
     712.2	    0.0807
     712.5	    0.0807
     712.8	    0.0807
     713.1	    0.0808
     713.4	    0.0808
     713.7	    0.0807
     714.0	    0.0807
     714.3	    0.0807
     714.6	    0.0806
     714.9	    0.0806
     715.2	    0.0806
     715.5	    0.0806
     715.8	    0.0806
     716.1	    0.0806
     716.4	    0.0806
     716.7	    0.0806
     717.0	    0.0805
     717.3	    0.0805
     717.6	    0.0805
     717.9	    0.0805
     718.2	    0.0805
     718.5	    0.0805
     718.8	    0.0805
     719.1	    0.0806
     719.4	    0.0806
     719.7	    0.0806
     720.0	    0.0806
     720.3	    0.0806
     720.6	    0.0806
     720.9	    0.0806
     721.2	    0.0806
     721.5	    0.0805
     721.8	    0.0805
     722.1	    0.0805
     722.4	    0.0805
     722.7	    0.0805
     723.0	    0.0805
     723.3	    0.0805
     723.6	    0.0805
     723.9	    0.0805
     724.2	    0.0805
     724.5	    0.0805
     724.8	    0.0805
     725.1	    0.0804
     725.4	    0.0804
     725.7	    0.0804
     726.0	    0.0804
     726.3	    0.0803
     726.6	    0.0804
     726.9	    0.0804
     727.2	    0.0804
     727.5	    0.0804
     727.8	    0.0804
     728.1	    0.0804
     728.4	    0.0805
     728.7	    0.0804
     729.0	    0.0804
     729.3	    0.0804
     729.6	    0.0804
     729.9	    0.0804
     730.2	    0.0804
     730.5	    0.0804
     730.8	    0.0804
     731.1	    0.0804
     731.4	    0.0803
     731.7	    0.0803
     732.0	    0.0803
     732.3	    0.0803
     732.6	    0.0803
     732.9	    0.0803
     733.2	    0.0804
     733.5	    0.0804
     733.8	    0.0804
     734.1	    0.0804
     734.4	    0.0804
     734.7	    0.0803
     735.0	    0.0803
     735.3	    0.0803
     735.6	    0.0803
     735.9	    0.0803
     736.2	    0.0803
     736.5	    0.0803
     736.8	    0.0803
     737.1	    0.0803
     737.4	    0.0803
     737.7	    0.0803
     738.0	    0.0803
     738.3	    0.0803
     738.6	    0.0803
     738.9	    0.0802
     739.2	    0.0802
     739.5	    0.0802
     739.8	    0.0802
     740.1	    0.0802
     740.4	    0.0802
     740.7	    0.0802
     741.0	    0.0803
     741.3	    0.0803
     741.6	    0.0803
     741.9	    0.0803
     742.2	    0.0803
     742.5	    0.0803
     742.8	    0.0803
     743.1	    0.0802
     743.4	    0.0802
     743.7	    0.0802
     744.0	    0.0802
     744.3	    0.0802
     744.6	    0.0802
     744.9	    0.0802
     745.2	    0.0802
     745.5	    0.0802
     745.8	    0.0802
     746.1	    0.0802
     746.4	    0.0802
     746.7	    0.0802
     747.0	    0.0802
     747.3	    0.0802
     747.6	    0.0802
     747.9	    0.0802
     748.2	    0.0802
     748.5	    0.0802
     748.8	    0.0801
     749.1	    0.0801
     749.4	    0.0801
     749.7	    0.0801
     750.0	    0.0800
     750.3	    0.0800
     750.6	    0.0800
     750.9	    0.0800
     751.2	    0.0800
     751.5	    0.0801
     751.8	    0.0801
     752.1	    0.0801
     752.4	    0.0801
     752.7	    0.0801
     753.0	    0.0801
     753.3	    0.0801
     753.6	    0.0801
     753.9	    0.0801
     754.2	    0.0801
     754.5	    0.0801
     754.8	    0.0801
     755.1	    0.0801
     755.4	    0.0801
     755.7	    0.0801
     756.0	    0.0801
     756.3	    0.0801
     756.6	    0.0801
     756.9	    0.0801
     757.2	    0.0801
     757.5	    0.0801
     757.8	    0.0801
     758.1	    0.0800
     758.4	    0.0800
     758.7	    0.0800
     759.0	    0.0800
     759.3	    0.0800
     759.6	    0.0800
     759.9	    0.0800
     760.2	    0.0800
     760.5	    0.0800
     760.8	    0.0800
     761.1	    0.0800
     761.4	    0.0800
     761.7	    0.0800
     762.0	    0.0800
     762.3	    0.0800
     762.6	    0.0800
     762.9	    0.0800
     763.2	    0.0800
     763.5	    0.0800
     763.8	    0.0800
     764.1	    0.0799
     764.4	    0.0799
     764.7	    0.0799
     765.0	    0.0799
     765.3	    0.0799
     765.6	    0.0800
     765.9	    0.0800
     766.2	    0.0800
     766.5	    0.0801
     766.8	    0.0801
     767.1	    0.0801
     767.4	    0.0801
     767.7	    0.0800
     768.0	    0.0800
     768.3	    0.0799
     768.6	    0.0799
     768.9	    0.0799
     769.2	    0.0798
     769.5	    0.0799
     769.8	    0.0799
     770.1	    0.0799
     770.4	    0.0799
     770.7	    0.0799
     771.0	    0.0799
     771.3	    0.0799
     771.6	    0.0799
     771.9	    0.0799
     772.2	    0.0799
     772.5	    0.0799
     772.8	    0.0799
     773.1	    0.0799
     773.4	    0.0799
     773.7	    0.0799
     774.0	    0.0799
     774.3	    0.0799
     774.6	    0.0799
     774.9	    0.0799
     775.2	    0.0799
     775.5	    0.0799
     775.8	    0.0799
     776.1	    0.0799
     776.4	    0.0799
     776.7	    0.0799
     777.0	    0.0799
     777.3	    0.0799
     777.6	    0.0799
     777.9	    0.0799
     778.2	    0.0799
     778.5	    0.0799
     778.8	    0.0799
     779.1	    0.0798
     779.4	    0.0798
     779.7	    0.0798
     780.0	    0.0798
     780.3	    0.0798
     780.6	    0.0798
     780.9	    0.0798
     781.2	    0.0798
     781.5	    0.0798
     781.8	    0.0798
     782.1	    0.0798
     782.4	    0.0798
     782.7	    0.0798
     783.0	    0.0798
     783.3	    0.0798
     783.6	    0.0798
     783.9	    0.0798
     784.2	    0.0798
     784.5	    0.0798
     784.8	    0.0798
     785.1	    0.0798
     785.4	    0.0798
     785.7	    0.0798
     786.0	    0.0798
     786.3	    0.0798
     786.6	    0.0798
     786.9	    0.0798
     787.2	    0.0798
     787.5	    0.0798
     787.8	    0.0798
     788.1	    0.0798
     788.4	    0.0798
     788.7	    0.0798
     789.0	    0.0798
     789.3	    0.0798
     789.6	    0.0798
     789.9	    0.0798
     790.2	    0.0798
     790.5	    0.0797
     790.8	    0.0797
     791.1	    0.0797
     791.4	    0.0797
     791.7	    0.0797
     792.0	    0.0797
     792.3	    0.0797
     792.6	    0.0797
     792.9	    0.0797
     793.2	    0.0797
     793.5	    0.0797
     793.8	    0.0797
     794.1	    0.0797
     794.4	    0.0797
     794.7	    0.0797
     795.0	    0.0797
     795.3	    0.0797
     795.6	    0.0797
     795.9	    0.0797
     796.2	    0.0798
     796.5	    0.0798
     796.8	    0.0798
     797.1	    0.0798
     797.4	    0.0797
     797.7	    0.0797
     798.0	    0.0797
     798.3	    0.0797
     798.6	    0.0797
     798.9	    0.0797
     799.2	    0.0797
     799.5	    0.0797
     799.8	    0.0797
     800.1	    0.0797
     800.4	    0.0797
     800.7	    0.0797
     801.0	    0.0797
     801.3	    0.0797
     801.6	    0.0797
     801.9	    0.0797
     802.2	    0.0797
     802.5	    0.0797
     802.8	    0.0797
     803.1	    0.0796
     803.4	    0.0796
     803.7	    0.0796
     804.0	    0.0796
     804.3	    0.0796
     804.6	    0.0796
     804.9	    0.0796
     805.2	    0.0796
     805.5	    0.0796
     805.8	    0.0796
     806.1	    0.0796
     806.4	    0.0797
     806.7	    0.0797
     807.0	    0.0797
     807.3	    0.0797
     807.6	    0.0797
     807.9	    0.0797
     808.2	    0.0796
     808.5	    0.0796
     808.8	    0.0796
     809.1	    0.0796
     809.4	    0.0796
     809.7	    0.0796
     810.0	    0.0796
     810.3	    0.0796
     810.6	    0.0796
     810.9	    0.0796
     811.2	    0.0796
     811.5	    0.0796
     811.8	    0.0796
     812.1	    0.0796
     812.4	    0.0796
     812.7	    0.0796
     813.0	    0.0796
     813.3	    0.0796
     813.6	    0.0796
     813.9	    0.0796
     814.2	    0.0796
     814.5	    0.0796
     814.8	    0.0796
     815.1	    0.0796
     815.4	    0.0796
     815.7	    0.0797
     816.0	    0.0796
     816.3	    0.0796
     816.6	    0.0796
     816.9	    0.0796
     817.2	    0.0795
     817.5	    0.0795
     817.8	    0.0795
     818.1	    0.0795
     818.4	    0.0795
     818.7	    0.0795
     819.0	    0.0795
     819.3	    0.0795
     819.6	    0.0795
     819.9	    0.0796
     820.2	    0.0796
     820.5	    0.0796
     820.8	    0.0796
     821.1	    0.0796
     821.4	    0.0795
     821.7	    0.0795
     822.0	    0.0795
     822.3	    0.0795
     822.6	    0.0795
     822.9	    0.0795
     823.2	    0.0795
     823.5	    0.0795
     823.8	    0.0795
     824.1	    0.0795
     824.4	    0.0795
     824.7	    0.0795
     825.0	    0.0795
     825.3	    0.0795
     825.6	    0.0795
     825.9	    0.0795
     826.2	    0.0795
     826.5	    0.0795
     826.8	    0.0795
     827.1	    0.0796
     827.4	    0.0796
     827.7	    0.0796
     828.0	    0.0795
     828.3	    0.0795
     828.6	    0.0795
     828.9	    0.0795
     829.2	    0.0795
     829.5	    0.0795
     829.8	    0.0795
     830.1	    0.0795
     830.4	    0.0795
     830.7	    0.0795
     831.0	    0.0795
     831.3	    0.0795
     831.6	    0.0795
     831.9	    0.0795
     832.2	    0.0795
     832.5	    0.0795
     832.8	    0.0795
     833.1	    0.0795
     833.4	    0.0795
     833.7	    0.0795
     834.0	    0.0795
     834.3	    0.0795
     834.6	    0.0795
     834.9	    0.0795
     835.2	    0.0795
     835.5	    0.0795
     835.8	    0.0795
     836.1	    0.0795
     836.4	    0.0795
     836.7	    0.0795
     837.0	    0.0795
     837.3	    0.0795
     837.6	    0.0795
     837.9	    0.0794
     838.2	    0.0794
     838.5	    0.0794
     838.8	    0.0794
     839.1	    0.0793
     839.4	    0.0793
     839.7	    0.0793
     840.0	    0.0794
     840.3	    0.0794
     840.6	    0.0794
     840.9	    0.0794
     841.2	    0.0794
     841.5	    0.0795
     841.8	    0.0795
     842.1	    0.0795
     842.4	    0.0795
     842.7	    0.0795
     843.0	    0.0795
     843.3	    0.0795
     843.6	    0.0794
     843.9	    0.0794
     844.2	    0.0794
     844.5	    0.0794
     844.8	    0.0794
     845.1	    0.0794
     845.4	    0.0794
     845.7	    0.0794
     846.0	    0.0794
     846.3	    0.0794
     846.6	    0.0794
     846.9	    0.0794
     847.2	    0.0794
     847.5	    0.0794
     847.8	    0.0794
     848.1	    0.0794
     848.4	    0.0794
     848.7	    0.0794
     849.0	    0.0794
     849.3	    0.0794
     849.6	    0.0794
     849.9	    0.0795
     850.2	    0.0795
     850.5	    0.0795
     850.8	    0.0794
     851.1	    0.0794
     851.4	    0.0794
     851.7	    0.0794
     852.0	    0.0793
     852.3	    0.0793
     852.6	    0.0793
     852.9	    0.0793
     853.2	    0.0793
     853.5	    0.0793
     853.8	    0.0793
     854.1	    0.0793
     854.4	    0.0793
     854.7	    0.0794
     855.0	    0.0794
     855.3	    0.0794
     855.6	    0.0794
     855.9	    0.0794
     856.2	    0.0794
     856.5	    0.0793
     856.8	    0.0793
     857.1	    0.0793
     857.4	    0.0793
     857.7	    0.0793
     858.0	    0.0793
     858.3	    0.0793
     858.6	    0.0793
     858.9	    0.0793
     859.2	    0.0793
     859.5	    0.0793
     859.8	    0.0793
     860.1	    0.0794
     860.4	    0.0794
     860.7	    0.0794
     861.0	    0.0794
     861.3	    0.0793
     861.6	    0.0793
     861.9	    0.0793
     862.2	    0.0793
     862.5	    0.0793
     862.8	    0.0793
     863.1	    0.0793
     863.4	    0.0793
     863.7	    0.0793
